pair_id,rep,strategy,final_rate,peak_rate,cumulative_rate,retention_rate,steps_to_fixed_point,converged,n_adopted,n_not_able,n_not_willing,n_not_ready,n_relapsed,seeded_teams,team_rates
43,43,random,0.109533,0.109533,0.109533,1.0,7,True,108,0,144,734,0,"[0, 1, 3, 6, 7, 9, 11, 13, 14, 15, 16, 19, 20, 23, 30, 33, 34, 37, 38, 39, 40]","[0.3673, 0.2258, 0.0, 0.1379, 0.0, 0.0, 0.022, 0.1111, 0.0417, 0.0882, 0.0, 0.069, 0.0, 0.6154, 0.1429, 0.08, 0.2222, 0.1667, 0.0, 0.6667, 0.1, 0.0, 0.0, 0.0833, 0.0, 0.125, 0.0, 0.0, 0.0, 0.0769, 0.0455, 0.0, 0.0, 0.3333, 0.1121, 0.0, 0.0, 0.0556, 0.1429, 0.0204, 0.0526, 0.0645]"
43,43,champions,0.841785,0.841785,0.841785,1.0,9,True,830,0,145,11,0,"[1, 2, 5, 6, 7, 13, 14, 15, 18, 19, 28, 29, 30, 31, 32, 34, 37, 39, 41]","[0.898, 0.8548, 0.9231, 0.8621, 1.0, 0.9231, 0.7033, 0.7407, 0.875, 0.8529, 1.0, 0.8621, 0.8, 0.7692, 0.8214, 0.8, 0.8889, 0.8333, 0.8333, 1.0, 0.7, 0.875, 1.0, 0.9167, 0.75, 0.75, 0.8889, 1.0, 1.0, 0.9231, 0.9545, 0.6667, 0.8462, 1.0, 0.8318, 0.75, 0.5, 1.0, 0.9286, 0.8571, 0.7895, 0.871]"
43,43,cluster,0.099391,0.099391,0.099391,1.0,8,True,98,0,148,740,0,"[3, 22, 37]","[0.0408, 0.1613, 0.1538, 1.0, 0.0, 0.0769, 0.0, 0.0, 0.0417, 0.0, 0.0, 0.0, 0.0, 0.0769, 0.0714, 0.12, 0.037, 0.0, 0.0, 0.2222, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1121, 0.0, 0.0, 1.0, 0.0357, 0.0, 0.0, 0.0323]"
44,44,random,0.092292,0.092292,0.092292,1.0,4,True,91,0,135,760,0,"[0, 1, 3, 5, 6, 7, 8, 9, 11, 14, 15, 16, 19, 20, 21, 23, 26, 30, 31, 34, 37, 38, 40, 41]","[0.1224, 0.1129, 0.1026, 0.0345, 0.0, 0.1538, 0.0659, 0.1667, 0.0833, 0.0882, 1.0, 0.0345, 0.0, 0.3077, 0.0536, 0.16, 0.1481, 0.0, 0.0, 0.4444, 0.2, 0.25, 0.2, 0.0833, 0.0, 0.125, 0.1111, 0.0, 0.0833, 0.0769, 0.0909, 0.2, 0.0, 0.0, 0.0374, 0.0, 0.0, 0.1667, 0.1071, 0.0, 0.0526, 0.0645]"
44,44,champions,0.853955,0.853955,0.853955,1.0,8,True,842,0,132,12,0,"[1, 2, 5, 6, 7, 13, 14, 15, 18, 19, 28, 29, 30, 31, 32, 34, 37, 39, 41]","[0.8367, 0.7742, 0.8974, 0.7586, 1.0, 0.9615, 0.7912, 0.8704, 0.875, 0.8529, 1.0, 0.8621, 0.7, 0.8462, 0.8929, 0.92, 0.9259, 1.0, 1.0, 1.0, 0.9, 0.875, 0.8, 0.9167, 1.0, 1.0, 0.6667, 1.0, 1.0, 0.8462, 0.8636, 0.6667, 0.9231, 1.0, 0.8318, 0.75, 1.0, 0.9444, 0.8929, 0.898, 0.6316, 0.871]"
44,44,cluster,0.852941,0.852941,0.852941,1.0,19,True,841,0,131,14,0,"[3, 15]","[0.8367, 0.7742, 0.8974, 0.9655, 1.0, 0.9615, 0.7912, 0.8519, 0.875, 0.8529, 1.0, 0.8621, 0.7, 0.8462, 0.8929, 1.0, 0.9259, 0.8333, 1.0, 1.0, 0.9, 0.875, 0.8, 0.9167, 1.0, 0.875, 0.6667, 1.0, 0.9167, 0.8462, 0.7273, 0.6667, 0.9231, 1.0, 0.8224, 0.75, 1.0, 0.9444, 0.8929, 0.898, 0.6316, 0.8387]"
45,45,random,0.110548,0.110548,0.110548,1.0,5,True,109,0,145,732,0,"[0, 2, 3, 5, 6, 7, 8, 9, 12, 13, 14, 15, 16, 18, 20, 23, 28, 30, 31, 34, 39, 41]","[0.0204, 0.0, 0.1026, 0.2069, 0.0, 0.0769, 0.2088, 0.0556, 0.0833, 0.0882, 0.0, 0.0, 0.7, 0.0769, 0.1429, 0.24, 0.2593, 0.0, 0.1667, 0.0, 0.2, 0.0, 0.0, 0.1667, 0.75, 0.0, 0.0, 0.0, 0.25, 0.0769, 0.0909, 0.0667, 0.0769, 0.0, 0.1402, 0.0, 0.0, 0.0556, 0.0357, 0.0816, 0.0, 0.0968]"
45,45,champions,0.842799,0.842799,0.842799,1.0,8,True,831,0,141,14,0,"[1, 2, 5, 6, 7, 13, 14, 15, 18, 19, 28, 29, 30, 31, 32, 34, 37, 39, 41]","[0.8163, 0.7581, 0.6923, 1.0, 1.0, 0.8846, 0.9011, 0.8148, 0.8333, 0.7941, 1.0, 0.8276, 0.8, 1.0, 0.875, 0.88, 0.8889, 0.6667, 1.0, 0.7778, 0.6, 0.875, 0.8, 0.9167, 1.0, 0.75, 0.6667, 1.0, 1.0, 0.9231, 0.9545, 0.8667, 0.7692, 0.6667, 0.8411, 1.0, 1.0, 0.8889, 0.8929, 0.7143, 0.8947, 0.871]"
45,45,cluster,0.084178,0.084178,0.084178,1.0,6,True,83,0,136,767,0,[39],"[0.0816, 0.0484, 0.0513, 0.0, 0.0, 0.0, 0.0549, 0.037, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0179, 0.0, 0.1111, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1667, 0.0769, 0.0, 0.0, 0.0769, 0.0, 0.0467, 0.0, 0.0, 0.0556, 0.1429, 1.0, 0.0, 0.0]"
46,46,random,0.850913,0.850913,0.850913,1.0,27,True,839,0,136,11,0,"[0, 1, 6, 7, 8, 11, 12, 14, 15, 16, 22, 26, 31, 34, 39, 41]","[0.8776, 0.8548, 0.8462, 0.8966, 1.0, 0.8846, 0.8681, 0.9074, 0.875, 0.8529, 1.0, 0.8966, 0.9, 0.9231, 0.8214, 0.72, 0.9259, 0.8333, 0.6667, 0.8889, 1.0, 1.0, 0.8, 0.75, 0.25, 0.875, 0.8889, 1.0, 0.8333, 0.7692, 0.8636, 0.8667, 0.7692, 1.0, 0.8505, 0.75, 1.0, 0.6667, 0.7143, 0.8571, 0.8421, 0.871]"
46,46,champions,0.851927,0.851927,0.851927,1.0,7,True,840,0,139,7,0,"[1, 2, 5, 6, 7, 13, 14, 15, 18, 19, 28, 29, 30, 31, 32, 34, 37, 39, 41]","[0.8571, 0.8548, 0.8462, 0.8966, 1.0, 0.8846, 0.8681, 0.8889, 0.8333, 0.8529, 1.0, 0.8966, 0.9, 1.0, 0.8393, 0.72, 0.9259, 0.8333, 0.8333, 0.8889, 1.0, 1.0, 0.8, 0.75, 0.25, 0.875, 0.8889, 1.0, 0.8333, 0.7692, 0.9091, 0.8667, 0.7692, 1.0, 0.8224, 0.75, 1.0, 0.6667, 0.75, 0.8776, 0.8421, 0.9032]"
46,46,cluster,0.184584,0.184584,0.184584,1.0,12,True,182,0,139,665,0,"[1, 5, 17, 21]","[0.0816, 0.4677, 0.8205, 0.8966, 1.0, 1.0, 0.033, 0.0556, 0.0, 0.1471, 1.0, 0.0, 0.0, 0.3846, 0.0179, 0.2, 0.0, 1.0, 0.0, 0.2222, 0.1, 1.0, 0.0, 0.0833, 0.0, 0.25, 0.0, 1.0, 0.1667, 0.2308, 0.0, 0.0, 0.0769, 0.0, 0.0841, 0.0, 0.0, 0.0, 0.0714, 0.0, 0.0, 0.0323]"
47,47,random,0.869168,0.869168,0.869168,1.0,21,True,857,0,121,8,0,"[0, 2, 3, 5, 6, 7, 8, 14, 15, 16, 18, 20, 27, 30, 32, 33, 34, 36, 38, 39, 40, 41]","[0.8571, 0.8226, 0.9231, 0.7586, 0.6667, 0.8462, 0.8681, 0.8704, 0.875, 0.8824, 1.0, 0.9655, 1.0, 0.9231, 0.8036, 0.8, 0.8889, 0.8333, 1.0, 0.8889, 0.7, 0.875, 0.8, 0.9167, 1.0, 1.0, 0.7778, 1.0, 0.9167, 0.9231, 0.8636, 0.9333, 0.8462, 1.0, 0.8972, 1.0, 1.0, 0.8889, 0.8929, 0.8776, 0.8421, 0.8065]"
47,47,champions,0.869168,0.869168,0.869168,1.0,6,True,857,0,121,8,0,"[1, 2, 5, 6, 7, 13, 14, 15, 18, 19, 28, 29, 30, 31, 32, 34, 37, 39, 41]","[0.8571, 0.8226, 0.9231, 0.7586, 0.6667, 0.8462, 0.8681, 0.9074, 0.875, 0.8824, 1.0, 0.9655, 1.0, 0.9231, 0.7857, 0.76, 0.8889, 0.8333, 1.0, 0.8889, 0.7, 0.875, 0.8, 0.9167, 1.0, 1.0, 0.7778, 1.0, 0.9167, 0.9231, 1.0, 0.9333, 0.8462, 1.0, 0.8972, 1.0, 0.5, 0.8889, 0.8571, 0.8571, 0.8421, 0.8065]"
47,47,cluster,0.074037,0.074037,0.074037,1.0,9,True,73,0,120,793,0,"[16, 38]","[0.0408, 0.0968, 0.0256, 0.1034, 0.0, 0.1154, 0.0, 0.0185, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0357, 0.08, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0909, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7857, 0.0204, 0.0, 0.0323]"
48,48,random,0.862069,0.862069,0.862069,1.0,14,True,850,0,124,12,0,"[0, 1, 2, 3, 5, 6, 9, 11, 12, 14, 15, 16, 22, 25, 30, 33, 34, 39, 40, 41]","[0.9388, 0.7903, 0.9744, 0.8276, 1.0, 0.8077, 0.8242, 0.9259, 0.875, 0.7941, 0.0, 0.8276, 0.8, 0.9231, 0.8214, 0.72, 0.8889, 0.8333, 0.8333, 1.0, 0.9, 0.75, 1.0, 0.75, 1.0, 0.875, 0.7778, 1.0, 0.8333, 0.9231, 0.9545, 0.6, 0.7692, 1.0, 0.8785, 0.75, 1.0, 0.8889, 0.9286, 0.9388, 0.7895, 0.9677]"
48,48,champions,0.863083,0.863083,0.863083,1.0,7,True,851,0,124,11,0,"[1, 2, 5, 6, 7, 13, 14, 15, 18, 19, 28, 29, 30, 31, 32, 34, 37, 39, 41]","[0.9388, 0.7903, 0.9744, 0.8276, 1.0, 0.8077, 0.8352, 0.9259, 0.875, 0.7647, 0.0, 0.8276, 0.8, 0.9231, 0.8214, 0.72, 0.8889, 0.8333, 0.8333, 1.0, 0.9, 0.75, 1.0, 0.75, 1.0, 0.875, 0.7778, 1.0, 0.8333, 0.9231, 0.9545, 0.6, 0.9231, 1.0, 0.8692, 0.75, 1.0, 0.8889, 0.9286, 0.9388, 0.7895, 0.9677]"
48,48,cluster,0.869168,0.869168,0.869168,1.0,21,True,857,0,118,11,0,"[1, 15, 24, 37]","[0.9388, 0.7903, 0.9744, 0.8276, 1.0, 0.8077, 0.8242, 0.9259, 0.875, 0.7647, 0.0, 0.8276, 0.8, 0.9231, 0.8214, 1.0, 0.8889, 0.8333, 0.8333, 1.0, 0.9, 0.75, 1.0, 0.75, 1.0, 0.875, 0.7778, 1.0, 0.8333, 0.9231, 0.9545, 0.6, 0.7692, 1.0, 0.8692, 0.75, 1.0, 1.0, 0.9286, 0.9388, 0.7895, 0.9677]"
49,49,random,0.836714,0.836714,0.836714,1.0,18,True,825,0,145,16,0,"[0, 1, 2, 6, 7, 9, 11, 12, 14, 16, 20, 21, 23, 30, 31, 32, 34, 37, 39, 40, 41]","[0.7959, 0.9032, 0.9231, 0.7586, 0.6667, 0.9615, 0.8352, 0.8704, 0.9167, 0.8235, 1.0, 0.8966, 0.8, 0.6154, 0.8571, 0.88, 0.8519, 1.0, 0.6667, 0.5556, 0.5, 0.875, 1.0, 0.8333, 0.25, 0.875, 0.8889, 0.0, 0.6667, 0.9231, 1.0, 0.8667, 1.0, 1.0, 0.7944, 0.75, 1.0, 0.8333, 0.6786, 0.8367, 0.8421, 0.8387]"
49,49,champions,0.832657,0.832657,0.832657,1.0,8,True,821,0,153,12,0,"[1, 2, 5, 6, 7, 13, 14, 15, 18, 19, 28, 29, 30, 31, 32, 34, 37, 39, 41]","[0.7959, 0.8871, 0.9231, 0.7586, 0.6667, 0.9615, 0.8242, 0.8519, 0.9167, 0.8235, 1.0, 0.8966, 0.8, 0.6154, 0.8393, 0.88, 0.8519, 1.0, 0.8333, 0.5556, 0.5, 0.75, 1.0, 0.75, 0.25, 0.875, 0.8889, 0.0, 0.6667, 0.9231, 0.9545, 0.8667, 1.0, 1.0, 0.8131, 0.75, 1.0, 0.7778, 0.75, 0.8571, 0.8421, 0.7742]"
49,49,cluster,0.078093,0.078093,0.078093,1.0,3,True,77,0,146,763,0,"[9, 13, 40]","[0.0, 0.0161, 0.0, 0.0, 0.0, 0.0385, 0.011, 0.037, 0.0417, 1.0, 0.0, 0.0345, 0.0, 1.0, 0.0357, 0.04, 0.0741, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0769, 0.0, 0.0, 0.0769, 0.0, 0.0561, 0.0, 0.0, 0.0556, 0.0714, 0.0, 0.3158, 0.0323]"
